,Gene Symbol,cluster_id,feature_importance
949,ITGBL1,455,0.0
950,ITIH1,244,0.0
951,ITIH3,444,0.0
952,ITIH4,381,0.0
953,ITIH5,242,0.0
942,IRF2BP1,446,0.0
943,ITCH,223,0.0
968,KAT6A,394,0.0
1751,SEPT7,78,0.0
1754,SERPINA5,390,0.0
1755,SERPINB13,28,0.0
1741,SECISBP2L,15,0.0
1746,SEMA6D,381,0.0
933,INHBA,254,0.0
937,INTS8,434,0.0
924,IL1RAP,395,0.0
925,IL1RL1,390,0.0
926,IL23A /// TCRBV10S1P /// TRBV21-1 /// TRBV21-1,251,0.0
1905,STS,400,0.0
1916,SV2B,254,0.0
1917,SVEP1,433,0.0
1919,SYCE1L,18,0.0
1920,SYN2,192,0.0
1922,T,390,0.0
1923,TAC1,194,0.0
1911,SULT1E1,365,0.0
1912,SULT2A1,181,0.0
1915,SV2A,475,0.0
1901,STK3,361,0.0
1902,STK38L,194,0.0
1931,TAS2R3,229,0.0
1927,TAF6L,18,0.0
1930,TAS2R10,381,0.0
1738,SEC61A1,158,0.0
1726,SCEL,1,0.0
1730,SCN5A,390,0.0
1719,SAMD4B,179,0.0
1720,SAP30,395,0.0
1722,SAV1,154,0.0
1712,RXRB,237,0.0
1028,KRAS,307,0.0
947,ITGB4,83,0.0
1031,KRT7,96,0.0
1032,KRT86 /// LOC100509764,390,0.0
1034,KRTAP1-3,195,0.0
1020,KLK13,202,0.0
1022,KLK3,365,0.0
1024,KLRF1,390,0.0
1025,KNTC1,200,0.0
1012,KIR2DS3,210,0.0
432,CSNK1D,254,0.0
489,DDR1-AS1,386,0.0
1030,KRT37,197,0.0
990,KIAA0195 /// MIR6785,330,0.0
980,KDELC1,63,0.0
986,KHDC1L,233,0.0
972,KCNH2,381,0.0
973,KCNH6,301,0.0
974,KCNIP2,240,0.0
975,KCNJ13,239,0.0
976,KCNJ3,237,0.0
977,KCNJ5,211,0.0
1943,TCL6,249,0.0
499,DERA,433,0.0
1932,TAS2R7,230,0.0
1934,TBC1D31,83,0.0
1939,TBX5,248,0.0
520,DMBT1,241,0.0
522,DMPK,475,0.0
523,DMRT1,390,0.0
509,DIAPH2-AS1,453,0.0
502,DHODH,1,0.0
495,DEFA6,362,0.0
496,DEFB1,390,0.0
497,DEK,361,0.0
1946,TCTN3,152,0.0
1544,PRLR,50,-0.0001731301939057947
1328,NPM1P22 /// NPM1P22,50,-0.0001731301939057947
1625,RALBP1,50,-0.0001731301939057947
870,HNMT,450,-0.00017313019390580164
1501,POLR2J4,450,-0.00017313019390580164
1493,PNN,450,-0.00017313019390580164
1752,SERINC1,450,-0.00017313019390580164
618,EPN2 /// EPN2-IT1,450,-0.00017313019390580164
874,HNRNPDL,450,-0.00017313019390580164
993,KIAA0754,450,-0.00017313019390580164
987,KHDRBS1,450,-0.00017313019390580164
871,HNRNPA1,450,-0.00017313019390580164
839,HEATR6,450,-0.00017313019390580164
53,AGFG1,450,-0.00017313019390580164
493,DDX28,450,-0.00017313019390580164
1016,KLHDC10,450,-0.00017313019390580164
1986,TMEM132A,450,-0.00017313019390580164
1252,NAA15,450,-0.00017313019390580164
561,EBLN2,450,-0.00017313019390580164
524,DMWD,450,-0.00017313019390580164
2065,TUBB2B,450,-0.00017313019390580164
2186,ZSCAN9,450,-0.00017313019390580164
167,ATP6V1G2-DDX39B /// DDX39B /// SNORD84,450,-0.00017313019390580164
281,CBX1,450,-0.00017313019390580164
807,GTF2H2B,450,-0.00017313019390580164
1417,PDCD6,450,-0.00017313019390580164
1301,NINJ2,450,-0.00017313019390580164
189,BBIP1,450,-0.00017313019390580164
1108,LUC7L,450,-0.00017313019390580164
985,KEL,234,-0.00017313019390581552
41,ADCY9,126,-0.00017313019390581552
2174,ZNF362,207,-0.00017313019390581552
757,GNG4,146,-0.00017313019390581552
1824,SMC5,438,-0.00017313019390581552
1866,SPINK2,146,-0.00017313019390581552
710,FUT1,432,-0.00017313019390581552
207,BMPR1B,207,-0.00017313019390581552
1454,PIGC,126,-0.00017313019390581552
682,FGFR1,216,-0.00017313019390581552
1618,RAD21,438,-0.00017313019390581552
1676,RP3-334F4.2,13,-0.00017313019390581552
1650,REM1,432,-0.00017313019390581552
501,DESI2,438,-0.00017313019390581552
1724,SCAMP1,438,-0.00017313019390581552
1007,KIF2C,216,-0.00017313019390581552
1928,TAL1,432,-0.00017313019390581552
1707,RSRC1,438,-0.00017313019390581552
1160,MCM2,163,-0.00017313019390581552
1630,RANBP10,126,-0.00017313019390581552
356,CENPN,473,-0.00017313019390581552
1314,NNAT,126,-0.00017313019390581552
1606,RAB11B,126,-0.00017313019390581552
2099,USP14,163,-0.00017313019390581552
2098,USP1,438,-0.00017313019390581552
384,CLDN5,484,-0.0003462603878116241
1631,RAPGEF3,484,-0.0003462603878116241
1637,RASL12,484,-0.0003462603878116241
1859,SPARCL1,484,-0.0003462603878116241
1835,SNRK,484,-0.0003462603878116241
776,GPR56,484,-0.0003462603878116241
1671,ROBO4,484,-0.0003462603878116241
474,DACH1,484,-0.0003462603878116241
1692,RPS18,336,-0.0003462603878116241
448,CX3CL1,484,-0.0003462603878116241
1826,SMIM8,336,-0.0003462603878116241
756,GNG11,484,-0.0003462603878116241
329,CDH5,484,-0.0003462603878116241
106,APLNR,484,-0.0003462603878116241
1172,MEOX1,484,-0.0003462603878116241
1210,MMRN2,484,-0.0003462603878116241
1158,MCF2L,484,-0.0003462603878116241
2116,VWF,484,-0.0003462603878116241
1968,TIE1,484,-0.0003462603878116241
593,ELTD1,484,-0.0003462603878116241
606,EPAS1,484,-0.0003462603878116241
896,HSPH1,484,-0.0003462603878116241
903,ICAM2,484,-0.0003462603878116241
984,KDR,484,-0.0003462603878116241
934,INHBB,484,-0.0003462603878116241
1429,PECAM1,484,-0.0003462603878116241
1056,LHX6,484,-0.0003462603878116241
1716,S1PR1,484,-0.0003462603878116241
1317,NOTCH4,484,-0.0003462603878116241
2019,TP53TG3 /// TP53TG3B /// TP53TG3C /// TP53TG3D,336,-0.0003462603878116241
308,CD34,484,-0.0003462603878116241
621,ERG,484,-0.0003462603878116241
1014,KL,484,-0.0003462603878116241
944,ITGA6,484,-0.0003462603878116241
961,JAG2,484,-0.0003462603878116241
966,KANK3,484,-0.0003462603878116241
540,DOCK9,484,-0.0003462603878116241
571,EGFL7,484,-0.0003462603878116241
1658,RGS5,484,-0.0003462603878116241
190,BBS10,336,-0.0003462603878116241
741,GJA4,484,-0.0003462603878116241
124,ARHGEF15,484,-0.0003462603878116241
773,GPR116,484,-0.0003462603878116241
1852,SOD3,484,-0.0003462603878116241
9,ABHD6,474,-0.00034626038781163104
1525,PRB1,397,-0.00034626038781163104
1398,PAPPA2,416,-0.00034626038781163104
1414,PCNXL2,44,-0.00034626038781163104
1856,SOX5,489,-0.00034626038781163104
1130,MAOA,474,-0.00034626038781163104
160,ATP2B4,265,-0.00034626038781163104
184,BAI3,61,-0.00034626038781163104
203,BMP1,474,-0.00034626038781163104
743,GJB4,299,-0.00034626038781163104
552,DTL,346,-0.00034626038781163104
2003,TMSB15A /// TMSB15B,232,-0.00034626038781163104
1300,NGLY1,44,-0.00034626038781163104
1304,NIT1,474,-0.00034626038781163104
1600,PTTG3P,30,-0.00034626038781163104
2084,UFC1,30,-0.00034626038781163104
504,DHRS7B,474,-0.00034626038781163104
345,CELF1,44,-0.00034626038781163104
368,CHKB,44,-0.00034626038781163104
1334,NR0B1,457,-0.00034626038781163104
916,IKBKB,139,-0.00034626038781163104
1036,L1TD1,270,-0.00034626038781163104
989,KIAA0101,232,-0.00034626038781163104
617,EPM2A,474,-0.00034626038781163104
221,BTNL2,221,-0.00034626038781163104
265,CALB2,265,-0.00034626038781163104
1758,SEZ6L,443,-0.00034626038781163104
1883,SSX4 /// SSX4B,164,-0.00034626038781163104
605,ENY2,44,-0.00034626038781163104
851,HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM,30,-0.00034626038781163104
2102,VAC14,416,-0.00034626038781163104
510,DICER1,30,-0.00034626038781163104
107,APLP2,474,-0.00034626038781163104
71,ALDOAP2,71,-0.00034626038781163104
831,HBD,408,-0.00034626038781163104
832,HBG1 /// HBG2,408,-0.00034626038781163104
837,HCRTR2,270,-0.00034626038781163104
627,ESR1,44,-0.00034626038781163104
654,FAM35A,457,-0.00034626038781163104
666,FBXL5,474,-0.00034626038781163104
676,FERMT1,270,-0.00034626038781163104
1790,SLC25A12,44,-0.00034626038781163104
1476,PLEKHA6,299,-0.00034626038781163104
769,GPD1L,474,-0.00034626038781163104
2053,TSPAN1,481,-0.00034626038781163104
286,CCDC70,397,-0.00034626038781163104
491,DDX19A /// DDX19B,139,-0.00034626038781163104
1220,MRPS11,232,-0.00034626038781163104
1074,LOC100996668 /// ZEB1,139,-0.00034626038781163104
1097,LRP8,346,-0.00034626038781163104
1552,PRPF4,44,-0.00034626038781163104
1505,POU3F3,61,-0.00034626038781163104
703,FOXO1,474,-0.00034626038781163104
256,CAB39L,139,-0.00034626038781163104
1468,PLA2G5,416,-0.00034626038781163104
1657,RGS11,416,-0.00034626038781163104
1168,MEA1,139,-0.00034626038781163104
1231,MYBL1,139,-0.00034626038781163104
1987,TMEM187,474,-0.00034626038781163104
1633,RARG,346,-0.00034626038781163104
135,ARMCX6,150,-0.0005193905817174257
1211,MORF4L2,150,-0.0005193905817174257
1212,MOSPD1,150,-0.0005193905817174257
406,COL21A1,150,-0.0005193905817174257
1189,MIR5193 /// UBA7,150,-0.0005193905817174257
1019,KLHL9,150,-0.0005193905817174257
19,ACBD3,150,-0.0005193905817174257
1737,SEC13,150,-0.0005193905817174257
1944,TCOF1,353,-0.0005193905817174396
1873,SQLE,353,-0.0005193905817174396
97,ANP32B,353,-0.0005193905817174396
353,CENPF,353,-0.0005193905817174396
1436,PFDN4,353,-0.0005193905817174396
1709,RUVBL2,353,-0.0005193905817174396
1243,MYO15B,354,-0.0005193905817174466
1248,MYOZ2,347,-0.0005193905817174466
1570,PSMC3IP,220,-0.0005193905817174466
413,COPS6,437,-0.0005193905817174466
1809,SLC7A10,76,-0.0005193905817174466
428,CSH1 /// CSH2 /// CSHL1 /// GH1,380,-0.0005193905817174466
1683,RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,98,-0.0005193905817174466
1246,MYOC,246,-0.0005193905817174466
701,FOXL2,118,-0.0005193905817174466
2046,TRIP13,220,-0.0005193905817174466
2040,TRIM3,283,-0.0005193905817174466
161,ATP4A,161,-0.0005193905817174466
705,FRMPD4,436,-0.0005193905817174466
1564,PSKH1,3,-0.0005193905817174466
854,HIST1H4H,283,-0.0005193905817174466
1971,TIMM50,283,-0.0005193905817174466
632,EXO5,98,-0.0005193905817174466
260,CACNA1I,111,-0.0005193905817174466
212,BRCA1,220,-0.0005193905817174466
246,C6,246,-0.0005193905817174466
205,BMP5,205,-0.0005193905817174466
1504,POPDC2,283,-0.0005193905817174466
178,B3GNTL1,111,-0.0005193905817174466
2073,UBA5,98,-0.0005193905817174466
1000,KIF18B,220,-0.0005193905817174466
354,CENPI,354,-0.0005193905817174466
927,IL26,347,-0.0005193905817174466
2027,TRAF3,111,-0.0005193905817174466
1769,SIK3,220,-0.0005193905817174466
1727,SCGN,3,-0.0005193905817174466
1027,KPNB1,220,-0.0005193905817174466
1453,PIDD1,98,-0.0005193905817174466
2185,ZSCAN5A,347,-0.0005193905817174466
541,DOHH,283,-0.0005193905817174466
819,H2AFY,437,-0.0005193905817174466
551,DSC1,347,-0.0005193905817174466
2127,WIF1,177,-0.0005193905817174466
512,DIRAS2,118,-0.0005193905817174466
2134,XAGE1B /// XAGE1E,111,-0.0005193905817174466
1338,NR1I3,118,-0.0005193905817174466
1380,ORC6,98,-0.0005193905817174466
793,GS1-124K5.9,283,-0.0005193905817174466
1413,PCNA,437,-0.0005193905817174466
1358,NXF2 /// NXF2B,111,-0.0005193905817174466
890,HSP90AA1,98,-0.0005193905817174466
1120,MAGEA10,177,-0.0005193905817174466
1416,PDCD4-AS1,440,-0.0005193905817174604
2153,ZFR,440,-0.0005193905817174604
1397,PAPOLA,440,-0.0005193905817174604
1685,RPL26L1,440,-0.0005193905817174604
1355,NUP155,440,-0.0005193905817174604
101,AOC3,101,-0.0006925207756232551
1155,MCAM,101,-0.0006925207756232551
875,HOXB2,101,-0.0006925207756232551
1885,ST3GAL2,101,-0.0006925207756232551
876,HOXD3 /// HOXD4 /// LOC401021,417,-0.0006925207756232621
1378,ORC1,398,-0.0006925207756232621
790,GRM7 /// LOC100996542,303,-0.0006925207756232621
267,CAMKK2,114,-0.0006925207756232621
1555,PRR16,306,-0.0006925207756232621
2145,ZBTB14,417,-0.0006925207756232621
27,ACSL3,306,-0.0006925207756232621
194,BCL2,17,-0.0006925207756232621
142,ASGR1,486,-0.0006925207756232621
1509,PPARGC1A,17,-0.0006925207756232621
17,ACADL,17,-0.0006925207756232621
2002,TMPRSS5,486,-0.0006925207756232621
531,DNAJC3,417,-0.0006925207756232621
1936,TBC1D9B,417,-0.0006925207756232621
2032,TRAPPC3,114,-0.0006925207756232621
1107,LTBP3,417,-0.0006925207756232621
370,CHST3,417,-0.0006925207756232621
269,CAPN6,417,-0.0006925207756232621
575,EID1,320,-0.0006925207756232621
914,IGSF9B,417,-0.0006925207756232621
1350,NTRK2,114,-0.0006925207756232621
320,CDC45,320,-0.0006925207756232621
417,COX7A1,17,-0.0006925207756232621
766,GPC3,114,-0.0006925207756232621
849,HIF3A,417,-0.0006925207756232621
1229,MVK,306,-0.0006925207756232621
1071,LOC100506403 /// LOC101928269 /// RUNX1,114,-0.0006925207756232621
728,GCM2,305,-0.0006925207756232621
399,CNPY2,17,-0.0006925207756232621
736,GH1,303,-0.0006925207756232621
137,ARTN,303,-0.0006925207756232621
2095,URGCP,398,-0.0006925207756232621
715,GABBR2,306,-0.0006925207756232621
775,GPR20,209,-0.000692520775623269
1847,SNX11,367,-0.000692520775623269
85,ANGEL2,465,-0.000692520775623269
1445,PHKB,465,-0.000692520775623269
784,GRIA3,367,-0.000692520775623269
2129,WNK1,465,-0.000692520775623269
1409,PCDH17,53,-0.000692520775623269
1489,PMS2P3,465,-0.000692520775623269
49,ADSL,465,-0.000692520775623269
1841,SNRPD3,465,-0.000692520775623269
387,CLEC3B /// EXOSC7,367,-0.000692520775623269
2155,ZMAT5,465,-0.000692520775623269
1961,TGFBR2,367,-0.000692520775623269
362,CFD,367,-0.000692520775623269
1183,MIF,465,-0.000692520775623269
2081,UBE2W,465,-0.000692520775623269
1763,SH2B2,53,-0.000692520775623269
1208,MMP27,209,-0.000692520775623269
1018,KLHL35,209,-0.000692520775623269
652,FAM192A,465,-0.000692520775623269
77,AMACR,209,-0.000692520775623269
469,CYP4B1,367,-0.000692520775623269
1043,LARS2,465,-0.000692520775623269
1785,SLC19A3,53,-0.000692520775623269
629,EWSR1,465,-0.000692520775623269
1965,THOC5,465,-0.000692520775623269
1324,NPC1,495,-0.0008656509695290707
1473,PLAUR,495,-0.0008656509695290707
2078,UBE2D4,222,-0.0008656509695290707
1297,NFX1,495,-0.0008656509695290707
2137,XRCC4,222,-0.0008656509695290707
1435,PEX7,495,-0.0008656509695290707
1326,NPEPPS,222,-0.0008656509695290707
1933,TBC1D2,495,-0.0008656509695290707
1649,RDH16,423,-0.0008656509695290707
1276,NDRG2,495,-0.0008656509695290707
546,DPT,222,-0.0008656509695290707
1078,LOC101928061 /// SERP1,495,-0.0008656509695290707
999,KIF18A,222,-0.0008656509695290707
418,COX7A2P2 /// COX7A2P2,495,-0.0008656509695290707
193,BCAT1,495,-0.0008656509695290707
1548,PROS1,302,-0.0008656509695290776
129,ARHGEF9,261,-0.0008656509695290776
164,ATP6V1B2,494,-0.0008656509695290776
1550,PRPF19,483,-0.0008656509695290776
352,CENPE,352,-0.0008656509695290776
382,CLDN11,382,-0.0008656509695290776
821,H6PD,302,-0.0008656509695290776
737,GHR,302,-0.0008656509695290776
1816,SLIT3,302,-0.0008656509695290776
1508,PPAP2A,302,-0.0008656509695290776
1471,PLAGL1,302,-0.0008656509695290776
1482,PLK4,226,-0.0008656509695290776
992,KIAA0586,261,-0.0008656509695290776
998,KIF15,226,-0.0008656509695290776
1868,SPRED2,494,-0.0008656509695290776
490,DDR2,302,-0.0008656509695290776
431,CSNK1A1,261,-0.0008656509695290776
1094,LPPR4,483,-0.0008656509695290776
1119,MAFG,382,-0.0008656509695290776
1131,MAOB,169,-0.0008656509695290776
1665,RNASE4,302,-0.0008656509695290776
1994,TMEM258,302,-0.0008656509695290776
1198,MKL2,494,-0.0008656509695290776
1259,NAT9,261,-0.0008656509695290776
1287,NEK11,382,-0.0008656509695290776
1191,MIR6132 /// ST7 /// ST7-OT3,302,-0.0008656509695290776
1195,MIR6834 /// PFDN6,483,-0.0008656509695290776
1152,MBD5,360,-0.0008656509695290776
1693,RPS21,302,-0.0008656509695290776
1904,STOM,302,-0.0008656509695290776
532,DNAJC7,483,-0.0008656509695290776
1894,STAU2,302,-0.0008656509695290776
919,IL11RA,302,-0.0008656509695290776
931,IL5RA,250,-0.0008656509695290776
1205,MMP14,169,-0.0008656509695290776
1209,MMP8,151,-0.0008656509695290776
1791,SLC25A38,261,-0.0008656509695290776
863,HMGB3,261,-0.0008656509695290776
1926,TAF13,40,-0.0008656509695290776
498,DEPDC1,360,-0.0008656509695290776
1035,KTN1,302,-0.0008656509695290776
1723,SC5D,169,-0.0008656509695290776
1061,LINC00341 /// SYNE3,302,-0.0008656509695290776
1065,LMF1,261,-0.0008656509695290776
905,IDUA,494,-0.0008656509695290776
853,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4,226,-0.0008656509695290776
2071,TYMS,226,-0.0008656509695290776
270,CARHSP1,483,-0.0008656509695290776
319,CDC42EP4,302,-0.0008656509695290776
1605,R3HDM1,261,-0.0008656509695290776
1262,NCALD,302,-0.0008656509695290776
1319,NOVA1,302,-0.0008656509695290776
1331,NPY,464,-0.0008656509695290776
1452,PID1,302,-0.0008656509695290776
1457,PIK3R1,302,-0.0008656509695290776
465,CYP2R1,382,-0.0008656509695290776
508,DIAPH2,302,-0.0008656509695290776
511,DIDO1,302,-0.0008656509695290776
2007,TNK2,494,-0.0008656509695290776
341,CDO1,302,-0.0008656509695290776
50,AFAP1,261,-0.0008656509695290776
54,AGO2 /// CASC7 /// CASC7 /// DQ574852,226,-0.0008656509695290776
1437,PGAP2,261,-0.0008656509695290776
1422,PDGFD,302,-0.0008656509695290776
782,GREM2,38,-0.0008656509695290776
1560,PRSS8,38,-0.0008656509695290776
2148,ZBTB7A,40,-0.0008656509695290776
1558,PRSS3P3,40,-0.0008656509695290776
894,HSPA4,483,-0.0008656509695290776
810,GTPBP3,261,-0.0008656509695290776
1834,SNHG3 /// SNORA73A,302,-0.0008656509695290776
199,BICD1,302,-0.0008656509695290776
2152,ZFP64,261,-0.0008656509695290776
1360,NXT2,302,-0.0008656509695290776
2049,TRPC6,494,-0.0008656509695290776
330,CDH6,494,-0.0008656509695290776
1780,SLC16A1,60,-0.0008656509695290845
1499,POLR1C,60,-0.0008656509695290845
1098,LRRC47,60,-0.0008656509695290845
543,DPH2,60,-0.0008656509695290845
1500,POLR2D,60,-0.0008656509695290845
1510,PPAT,60,-0.0008656509695290845
1059,LIMCH1,262,-0.0010387811634348931
2182,ZNF862,87,-0.0010387811634348931
1485,PLOD2,262,-0.0010387811634348931
1432,PER3,262,-0.0010387811634348931
1427,PDX1,47,-0.0010387811634348931
87,ANGPTL3,87,-0.0010387811634348931
460,CYP19A1,47,-0.0010387811634348931
567,ECT2,342,-0.0010387811634348931
1921,SYT2,456,-0.0010387811634348931
2146,ZBTB20,262,-0.0010387811634348931
112,APPL1,456,-0.0010387811634348931
1789,SLC22A7,47,-0.0010387811634348931
1797,SLC33A1,262,-0.0010387811634348931
1371,OR1D2,102,-0.0010387811634348931
1523,PQLC3,47,-0.0010387811634348931
216,BTBD1,87,-0.0010387811634348931
236,C1GALT1,262,-0.0010387811634348931
1547,PROP1,47,-0.0010387811634348931
268,CAMKMT,262,-0.0010387811634348931
1596,PTPRJ,167,-0.0010387811634348931
1774,SIX3,102,-0.0010387811634348931
867,HMGN5,262,-0.0010387811634348931
681,FGF17,47,-0.0010387811634348931
479,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4,167,-0.0010387811634348931
1088,LONRF1,262,-0.0010387811634348931
1342,NR3C2,262,-0.0010387811634348931
663,FAXDC2,262,-0.0010387811634348931
745,GLP1R,47,-0.0010387811634348931
1892,STATH,167,-0.0010387811634348931
1689,RPN2,342,-0.0010387811634348931
717,GABRG3,47,-0.0010387811634348931
860,HLF,262,-0.0010387811634348931
900,HYAL4,47,-0.0010387811634348931
66,AKTIP,262,-0.0010387811634348931
742,GJB3,47,-0.0010387811634348931
730,GDF10,304,-0.0012119113573407087
1528,PRDX6,127,-0.0012119113573407087
534,DNASE1L3,401,-0.0012119113573407087
637,F2RL2,459,-0.0012119113573407087
644,FAM107A,401,-0.0012119113573407087
1728,SCN3B,396,-0.0012119113573407087
400,CNR1,267,-0.0012119113573407087
478,DAXX,127,-0.0012119113573407087
1204,MMADHC,401,-0.0012119113573407087
1134,MAP2K6,127,-0.0012119113573407087
1303,NIPSNAP3B,127,-0.0012119113573407087
1318,NOV,401,-0.0012119113573407087
1344,NRIP2,267,-0.0012119113573407087
1345,NRL,187,-0.0012119113573407087
385,CLEC1A,401,-0.0012119113573407087
969,KCNAB1,401,-0.0012119113573407087
911,IGFBP7,401,-0.0012119113573407087
485,DCAKD,459,-0.0012119113573407087
291,CCL14 /// CCL15-CCL14,401,-0.0012119113573407087
1045,LDB2,401,-0.0012119113573407087
1052,LGALS2,267,-0.0012119113573407087
114,AQP1,401,-0.0012119113573407087
2094,UPK3A,267,-0.0012119113573407087
32,ACYP1,85,-0.0012119113573407087
1256,NAP1L3,304,-0.0012119113573407087
1279,NDUFB5,127,-0.0012119113573407087
1405,PBK,85,-0.0012119113573407087
250,C7orf26,85,-0.0012119113573407087
1418,PDE2A,401,-0.0012119113573407087
1064,LIPF,187,-0.0012119113573407087
1042,LARP4,459,-0.0012119113573407087
1721,SARM1,396,-0.0012119113573407087
1079,LOC101928198 /// MFAP3L,187,-0.0012119113573407087
2136,XPO6,85,-0.0012119113573407087
1845,SNTG1,375,-0.0013850415512465172
183,BAGE,375,-0.0013850415512465172
347,CELF3,375,-0.0013850415512465172
224,BUB1B,224,-0.0013850415512465172
14,ABO,375,-0.0013850415512465172
435,CT62,375,-0.0013850415512465172
734,GGH,224,-0.0013850415512465172
1420,PDE4B,224,-0.0013850415512465172
558,E2F3,482,-0.0013850415512465242
156,ATP1A3 /// LOC101927137,156,-0.0013850415512465242
657,FAM63A,135,-0.0013850415512465242
1535,PRKAB2,84,-0.0013850415512465242
1973,TJP1,482,-0.0013850415512465242
296,CCNB1,296,-0.0013850415512465242
1280,NDUFB7,296,-0.0013850415512465242
1162,MCM5,482,-0.0013850415512465242
1970,TIMM22,135,-0.0013850415512465242
1265,NCAPG,135,-0.0013850415512465242
1410,PCDH8,84,-0.0013850415512465242
1124,MAGOHB,296,-0.0013850415512465242
978,KCNK3,236,-0.0013850415512465242
529,DNAJC1,334,-0.0015581717451523397
30,ACTR3B,334,-0.0015581717451523397
938,IPCEF1,334,-0.0015581717451523397
1745,SEMA5A,334,-0.0015581717451523397
2004,TMSB4Y,334,-0.0015581717451523397
1953,TFAM,334,-0.0015581717451523397
335,CDK6,334,-0.0015581717451523397
997,KIF14,227,-0.0015581717451523397
452,CXCL5,413,-0.0015581717451523397
548,DPYS,452,-0.0015581717451523397
1165,MDM4,334,-0.0015581717451523397
163,ATP6V0E1,334,-0.0015581717451523397
99,ANXA10,413,-0.0015581717451523397
1250,MZF1,334,-0.0015581717451523397
1233,MYCT1,334,-0.0015581717451523397
1579,PSRC1,33,-0.0015581717451523397
301,CCT6B,334,-0.0015581717451523397
2016,TOX3,334,-0.0015581717451523397
2173,ZNF304,334,-0.0015581717451523397
143,ASIC2,143,-0.0015581717451523397
842,HEY2,334,-0.0015581717451523397
1815,SLCO4C1,334,-0.0015581717451523397
1408,PCDH11X /// PCDH11Y,103,-0.0017313019390581483
2162,ZNF174,255,-0.0017313019390581483
1955,TFAP2B,255,-0.0017313019390581483
1370,OR12D3 /// OR5V1,103,-0.0017313019390581483
1609,RAB3D,142,-0.0017313019390581552
1446,PHLDA1,82,-0.0017313019390581552
1438,PGK2,142,-0.0017313019390581552
1343,NRCAM,82,-0.0017313019390581552
1224,MTMR10,142,-0.0017313019390581552
466,CYP39A1,10,-0.0017313019390581552
2172,ZNF277,166,-0.0017313019390581552
1142,MAPT,166,-0.0017313019390581552
635,F13B,460,-0.0017313019390581552
1615,RABIF,82,-0.0017313019390581552
222,BTRC,82,-0.0017313019390581552
517,DLG2,142,-0.0017313019390581552
208,BMX,208,-0.0017313019390581552
1702,RRH,10,-0.0017313019390581552
1947,TDRD1,10,-0.0017313019390581552
1419,PDE3A,82,-0.0017313019390581552
447,CUX2,142,-0.0017313019390581552
1364,OIP5,107,-0.0017313019390581552
528,DNAJA1,199,-0.0019044321329639707
1732,SCUBE2,199,-0.0019044321329639707
84,AMT,199,-0.0019044321329639707
1914,SUPT4H1,199,-0.0019044321329639707
1026,KPNA2,199,-0.0019044321329639707
2179,ZNF516,199,-0.0019044321329639707
1863,SPC25,137,-0.0019044321329639707
1603,PWP2,199,-0.0019044321329639707
1959,TFRC,199,-0.0019044321329639707
2045,TRIO,199,-0.0019044321329639707
2086,UGDH,199,-0.0019044321329639707
2103,VAPB,168,-0.0020775623268697863
312,CDC20,312,-0.0020775623268697863
338,CDKN2A,312,-0.0020775623268697863
283,CCDC101,312,-0.0020775623268697863
1264,NCAPD2,492,-0.0020775623268697863
1898,STIL,168,-0.0020775623268697863
1455,PIGL,388,-0.002250692520775595
1367,OMD,388,-0.002250692520775595
486,DCP2,388,-0.002250692520775595
404,COBLL1,388,-0.002250692520775595
1718,SAMD4A,388,-0.002250692520775595
827,HARS /// LOC101928623,388,-0.002250692520775595
1681,RPGRIP1L,388,-0.002250692520775595
492,DDX23,388,-0.002250692520775595
1226,MTOR,461,-0.0022506925207756018
1537,PRKACG,461,-0.0022506925207756018
126,ARHGEF28,337,-0.0022506925207756018
636,F2RL1,337,-0.0022506925207756018
585,ELF5,337,-0.0022506925207756018
1114,LZTR1,324,-0.0022506925207756018
653,FAM216A,297,-0.0022506925207756018
1616,RACGAP1,297,-0.0022506925207756018
324,CDCA4,324,-0.0022506925207756018
297,CCNB2,297,-0.0022506925207756018
1773,SIVA1,324,-0.0022506925207756018
1889,STARD5,337,-0.0022506925207756018
407,COL4A3,337,-0.0022506925207756018
1849,SNX27,461,-0.0022506925207756018
883,HRASLS,337,-0.0022506925207756018
152,ATG4B,324,-0.0022506925207756018
1659,RGS6,415,-0.0022506925207756157
1580,PTCRA,415,-0.0022506925207756157
1562,PRX,415,-0.0022506925207756157
1937,TBCEL,447,-0.0024238227146814173
685,FKBP15,447,-0.0024238227146814173
390,CLIC4,469,-0.0024238227146814242
1893,STAU1,469,-0.0024238227146814242
481,DBP,469,-0.0024238227146814242
475,DAD1,469,-0.0024238227146814242
1981,TMCO1,469,-0.0024238227146814242
1150,MAX,469,-0.0024238227146814242
2112,VPS11,469,-0.0024238227146814242
367,CHIC2,469,-0.0024238227146814242
673,FEM1C,469,-0.0024238227146814242
683,FGFR2,287,-0.0024238227146814242
1402,PATZ1,287,-0.0024238227146814242
